name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Italian Spaghetti Sauce with Meatballs,https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/,,"Side Dish ,Sauces and Condiments",This is a recipe I got from my mother years ago—it's great.,4.54,3659,3729,"1 pound lean ground beef ; 1 cup fresh bread crumbs ; 1 tablespoon dried parsley ; 1 tablespoon grated Parmesan cheese ; ¼ teaspoon ground black pepper ; ⅛ teaspoon garlic powder ; 1 egg, beaten ; ¾ cup chopped onion ; 5 cloves garlic, minced ; ¼ cup olive oil ; 2 (28 ounce) cans whole peeled tomatoes ; 2 teaspoons salt ; 1 teaspoon white sugar ; 1 bay leaf ; 1 (6 ounce) can tomato paste ; ¾ teaspoon dried basil ; ½ teaspoon ground black pepper","In a large bowl, combine ground beef, bread crumbs, parsley, Parmesan, 1/4 teaspoon black pepper, garlic powder and beaten egg. Mix well and form into 12 balls. Store, covered, in refrigerator until needed. In a large saucepan over medium heat, saute onion and garlic in olive oil until onion is translucent. Stir in tomatoes, salt, sugar and bay leaf. Cover, reduce heat to low, and simmer 90 minutes. Stir in tomato paste, basil, 1/2 teaspoon pepper and meatballs and simmer 30 minutes more. Serve.",20 mins,2 hrs,2 hrs 20 mins,6,6 servings,346.6,23.0,11.1,21.2,5.9,77.4,18.9,4.5,1492.5,191.0,139.6,5.5,59.3,1023.1,,,824.8,9.1,,32.8,45.6,0.2,,,,,,,,,,
Banana Muffins II,https://www.allrecipes.com/recipe/42719/banana-muffins-ii/,,"Bread ,Quick Bread Recipes",These delicious banana muffins are easy for kids to make.,4.79,4726,5060,"1 ½ cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon baking soda ; ½ teaspoon salt ; 3 large bananas, mashed ; ¾ cup white sugar ; 1 egg ; ⅓ cup butter, melted","Preheat oven to 350 degrees F (175 degrees C). Coat muffin pans with non-stick spray, or use paper liners. Sift together the flour, baking powder, baking soda, and salt; set aside. Combine bananas, sugar, egg, and melted butter in a large bowl. Fold in flour mixture, and mix until smooth. Scoop into muffin pans. Bake in preheated oven. Bake mini muffins for 10 to 15 minutes, and large muffins for 25 to 30 minutes. Muffins will spring back when lightly tapped.",10 mins,25 mins,35 mins,12,"12 muffins, or 48 mini muffins",186.8,32.3,16.7,5.8,3.4,29.1,2.6,1.3,274.6,52.1,24.6,0.9,13.3,145.9,,,199.6,1.7,,3.0,37.5,0.1,,,,,,,,,,
Creamiest Rice Pudding,https://www.allrecipes.com/recipe/27131/creamiest-rice-pudding/,,"Desserts ,Custards and Puddings","OK, so it's a little time-consuming to make this on the stovetop, but for a real rice pudding fan, it's worth every minute. My husband says it reminds him of the rice pudding he used to get as a child at a restaurant.",4.57,730,733,"½ gallon milk ; 1 cup white sugar ; 1 cup uncooked long-grain white rice ; 3 eggs, lightly beaten ; ¼ cup milk ; ¼ teaspoon salt ; 2 teaspoons vanilla extract ;  ground cinnamon to taste","In a large saucepan over medium-low heat, combine 1/2 gallon milk, sugar and rice. Simmer, covered, 1 hour, stirring frequently. Remove pan from heat and let rest 10 minutes. In a small bowl, combine eggs, 1/4 cup milk, salt and vanilla. Stir into rice mixture and return pot to low heat, stirring constantly, for 2 minutes. Pour into a 9x13 inch dish and cover with plastic wrap, folding back the corners to allow the steam to escape. When pudding has cooled to room temperature, remove plastic wrap and sprinkle surface of pudding with cinnamon. Cover tightly (with fresh wrap) and refrigerate 8 hours or overnight before serving.",10 mins,1 hr 15 mins,8 hrs,12,1 - 9x13 inch dish,227.9,37.7,24.7,4.7,2.5,59.8,8.3,0.2,134.8,41.9,206.6,0.8,25.5,284.4,,,376.0,2.5,,0.3,41.0,0.1,,,,,,,,,,
Simple Teriyaki Sauce,https://www.allrecipes.com/recipe/259887/simple-teriyaki-sauce/,,"Side Dish ,Sauces and Condiments",This simple but amazing teriyaki sauce will take your chicken and rice to the next level!,4.43,261,240,"1 cup water ; ¼ cup soy sauce ; 5 teaspoons packed brown sugar ; 1 tablespoon honey, or more to taste ; ½ teaspoon ground ginger ; ¼ teaspoon garlic powder ; 2 tablespoons cornstarch ; ¼ cup cold water","Combine 1 cup water, soy sauce, brown sugar, honey, ginger, and garlic powder in a saucepan over medium heat. Cook until nearly heated through, about 1 minute. Mix cornstarch and 1/4 cold water together in a cup; stir until dissolved. Add to the saucepan. Cook and stir sauce until thickened, 5 to 7 minutes.",5 mins,6 mins,11 mins,12,cups,21.0,5.0,3.4,,,,0.4,0.1,302.1,0.1,3.6,0.1,3.0,17.0,,,0.1,0.2,,,0.8,,,,,,,,,,,
Joy's Easy Banana Bread,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,,"Breakfast and Brunch ,Breakfast Bread Recipes","This easy banana bread recipe is quick to prepare, and everyone always comes back for seconds!",4.8,2291,2342,"3 ripe bananas, mashed ; 1 cup white sugar ; 1 egg ; ¼ cup melted butter ; 1 ½ cups all-purpose flour ; 1 teaspoon baking soda ; 1 teaspoon salt","Preheat oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan. Combine bananas, sugar, egg, and butter together in a bowl. Mix flour and baking soda together in a separate bowl; stir into banana mixture until batter is just mixed. Stir salt into batter. Pour batter into the prepared loaf pan. Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, about 1 hour.",15 mins,1 hr,1 hr 15 mins,10,1 9x5-inch loaf,225.0,42.4,24.4,5.4,3.1,30.8,3.0,1.4,398.8,48.6,8.9,1.1,14.4,155.3,,,188.8,1.9,,3.1,43.9,0.2,,,,,,,,,,
Basic Cream Cheese Frosting,https://www.allrecipes.com/recipe/8379/basic-cream-cheese-frosting/,,"Desserts ,Frostings and Icings","This recipe delivers a basic cream cheese frosting using just butter, cream cheese, confectioners' sugar, and vanilla.",4.7,1619,1692,"½ cup butter, softened ; 8 ounces cream cheese ; 4 cups confectioners' sugar ; 2 teaspoons vanilla extract",Beat softened butter and cream cheese until well blended. Add powdered sugar and vanilla. Beat until creamy.,,,,12,2 cups,291.5,40.4,39.3,14.3,9.0,41.1,1.5,,110.9,128.7,17.9,0.2,1.4,26.6,,,490.8,0.2,,,2.7,,,,,,,,,,,
Soft Oatmeal Cookies,https://www.allrecipes.com/recipe/19247/soft-oatmeal-cookies/,,"Desserts ,Cookies",These oatmeal cookies are very moist with a good flavor. Add a cup of raisins or nuts if you desire.,4.68,5222,5412,"1 cup butter, softened ; 1 cup white sugar ; 1 cup packed brown sugar ; 2 eggs ; 1 teaspoon vanilla extract ; 2 cups all-purpose flour ; 1 teaspoon baking soda ; 1 teaspoon salt ; 1 ½ teaspoons ground cinnamon ; 3 cups quick cooking oats","In a medium bowl, cream together butter, white sugar, and brown sugar. Beat in eggs one at a time, then stir in vanilla. Combine flour, baking soda, salt, and cinnamon; stir into the creamed mixture. Mix in oats. Cover, and chill dough for at least one hour. Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. Roll the dough into walnut sized balls, and place 2 inches apart on cookie sheets. Flatten each cookie with a large fork dipped in sugar. Bake for 8 to 10 minutes in preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.",15 mins,10 mins,2 hrs,24,2 dozen,218.0,32.3,17.4,8.8,5.1,35.8,3.0,1.4,213.1,79.6,20.5,1.1,17.9,68.9,,,257.1,1.4,,,24.6,0.2,,,,,,,,,,
Grandma's Cranberry Sauce,https://www.allrecipes.com/recipe/148879/grandmas-cranberry-sauce/,,"Side Dish ,Sauces and Condiments","This wonderful and simple cranberry sauce is my grandmother's recipe. We had it every year at Thanksgiving and Christmas, and I predict you will have people begging for more.",4.17,6,5,"1 (12 ounce) bag cranberries ; 2 navel oranges - washed thoroughly, unpeeled, cut into quarters ; 3 apples - peeled, cored and halved ; 1 cup pecans ; 1 cup white sugar, or to taste","Place the cranberries, oranges, apples, pecans, and sugar in the bowl of a food processor. Process until all ingredients are evenly ground, 2-3 minutes. Pour mixture into a bowl, cover, and refrigerate at least 2 days before serving.",15 mins,,2 days,20,20 servings,106.2,17.7,14.6,4.4,0.4,,0.8,2.2,0.5,39.2,13.6,0.2,10.9,91.4,,,62.4,0.3,,12.2,7.1,0.1,,,,,,,,,,
Chicken Sweet Potato Skillet,https://www.allrecipes.com/recipe/230080/chicken-sweet-potato-skillet/,,"Meat and Poultry ,Chicken","A savory combination of chicken, sweet potato, and spinach is seasoned with sage, sweetened with pear, given a splash of whiskey for a kick, and topped with toasted hazelnuts. It makes a lovely fall supper!",4.45,49,51,"1 tablespoon olive oil, or as needed ; 1 skinless, boneless chicken breast half, cut into cubes ; 1 large sweet potato, peeled and cut into 1/2-inch pieces ; 1 tablespoon Irish whiskey ; 1 tablespoon minced fresh sage ; 1 pear - peeled, cored, and cut into 1/2-inch pieces ; ½ cup water ; 2 cups baby spinach ; ¼ cup chopped toasted hazelnuts ;  salt and ground black pepper to taste","Heat olive oil in a skillet over medium heat; cook and stir chicken in the hot oil until browned, 3 to 5 minutes. Remove chicken with a slotted spoon and place on a plate. Cook and stir sweet potato in the same skillet over medium heat until slightly browned, 5 to 10 minutes; return chicken to the skillet. Add whiskey, sage, pear, and water; stir well. Partially cover skillet, lower heat to medium-low, and cook until chicken is no longer pink in the center and sweet potato is tender, about 10 minutes. Remove lid and sprinkle spinach over the chicken-sweet potato mixture; cook, stirring occasionally, until spinach is wilted, about 5 minutes. Stir in hazelnuts; season with salt and black pepper.",15 mins,25 mins,40 mins,2,2 servings,485.2,62.2,18.4,17.3,2.0,33.6,19.2,11.4,180.6,155.4,135.4,3.5,123.3,1234.7,,,35069.4,11.5,,18.3,106.8,0.3,,,,,,,,,,
Superfast Asparagus,https://www.allrecipes.com/recipe/161685/superfast-asparagus/,,"Side Dish ,Vegetables",Roast asparagus is a 15-minute side dish (and YUM).,4.65,391,407,1 pound asparagus ; 1 teaspoon Cajun seasoning,"Preheat oven to 425 degrees F (220 degrees C). Snap the asparagus at the tender part of the stalk. Arrange spears in one layer on a baking sheet. Spray lightly with nonstick spray; sprinkle with the Cajun seasoning. Bake in the preheated oven until tender, about 10 minutes.",5 mins,10 mins,15 mins,3,3 servings,32.4,6.3,2.8,0.2,0.1,,3.4,3.2,161.0,2.0,36.3,3.2,21.2,315.5,,,1144.1,2.2,,8.5,78.7,0.2,,,,,,,,,,
Baked French Fries I,https://www.allrecipes.com/recipe/20849/baked-french-fries-i/,,"Side Dish ,Potato",This is an easy way to make a great side dish for burgers!,4.31,1782,1811,1 large baking potato ; 1 tablespoon olive oil ; ½ teaspoon paprika ; ½ teaspoon garlic powder ; ½ teaspoon chili powder ; ½ teaspoon onion powder,"Preheat the oven to 450 degrees F (230 degrees C). Cut potato into thick wedges. Mix olive oil, paprika, garlic powder, chili powder and onion powder together. Coat potatoes with oil-spice mixture and place on a baking sheet. Bake in the preheated oven, turning once or twice, until golden brown and crispy, about 45 minutes.",5 mins,45 mins,50 mins,1,1 serving,357.3,54.7,5.0,14.1,2.0,,5.4,4.7,26.9,127.2,22.7,1.4,66.2,1011.9,,,993.9,4.9,,32.7,25.8,0.3,,,,,,,,,,
Quinoa and Black Beans,https://www.allrecipes.com/recipe/49552/quinoa-and-black-beans/,,"Side Dish ,Grain Side Dish Recipes",Very flavorful alternative to black beans and rice. Quinoa is a nutty grain from South America.,4.65,6009,6246,"1 teaspoon vegetable oil ; 1 onion, chopped ; 3 cloves garlic, chopped ; ¾ cup quinoa ; 1 ½ cups vegetable broth ; 1 teaspoon ground cumin ; ¼ teaspoon cayenne pepper ;  salt and ground black pepper to taste ; 1 cup frozen corn kernels ; 2 (15 ounce) cans black beans, rinsed and drained ; ½ cup chopped fresh cilantro","Heat oil in a saucepan over medium heat; cook and stir onion and garlic until lightly browned, about 10 minutes. Mix quinoa into onion mixture and cover with vegetable broth; season with cumin, cayenne pepper, salt, and pepper. Bring the mixture to a boil. Cover, reduce heat, and simmer until quinoa is tender and broth is absorbed, about 20 minutes. Stir frozen corn into the saucepan, and continue to simmer until heated through, about 5 minutes; mix in the black beans and cilantro.",15 mins,35 mins,50 mins,10,10 servings,153.3,27.8,1.5,1.7,0.2,,7.7,7.8,516.9,15.5,41.2,2.0,35.5,332.6,,,362.3,2.0,,5.1,61.4,0.1,,,,,,,,,,
Candied Apples II,https://www.allrecipes.com/recipe/21134/candied-apples-ii/,,"Desserts ,Fruit Desserts","Apples with a hard candy coating, like you can get at fairs.",4.16,164,176,15 apples ; 2 cups white sugar ; 1 cup light corn syrup ; 1 ½ cups water ; 8 drops red food coloring,"Lightly grease cookie sheets. Insert craft sticks into whole, stemmed apples. In a medium saucepan over medium-high heat, combine sugar, corn syrup and water. Heat to 300 to 310 degrees F (149 to 154 degrees C), or until a small amount of syrup dropped into cold water forms hard, brittle threads. Remove from heat and stir in food coloring. Holding apple by its stick, dip in syrup and remove and turn to coat evenly. Place on prepared sheets to harden.",10 mins,30 mins,40 mins,15,15 candied apples,236.8,62.5,46.8,0.2,,,0.4,3.3,15.0,2.1,11.4,0.2,7.1,148.4,,,74.5,0.1,,6.3,4.1,,,,,,,,,,,
Air Fryer Coconut Shrimp,https://www.allrecipes.com/recipe/270712/air-fryer-coconut-shrimp/,,"Appetizers and Snacks ,Seafood","Coconut shrimp come out great in the air fryer, and are served with a simple spicy honey-lime dip.",4.56,36,22,"½ cup all-purpose flour ; 1 ½ teaspoons ground black pepper ; 2 large eggs ; ⅔ cup unsweetened flaked coconut ; ⅓ cup panko bread crumbs ; 12 ounces uncooked medium shrimp, peeled and deveined ;  cooking spray ; ½ teaspoon kosher salt, divided ; ¼ cup honey ; ¼ cup lime juice ; 1 serrano chile, thinly sliced ; 2 teaspoons chopped fresh cilantro","Stir together flour and pepper in shallow dish. Lightly beat eggs in a second shallow dish. Stir together coconut and panko in a third shallow dish. Hold each shrimp by the tail, dredge in flour mixture, and shake off excess. Then dip floured shrimp in egg, and allow any excess to drip off. Finally, dredge in coconut mixture, pressing to adhere. Place on a plate. Coat shrimp well with cooking spray. Preheat air fryer to 400 degrees F (200 degrees C). Place 1/2 the shrimp in the air fryer and cook about 3 minutes. Turn shrimp over and continue cooking until golden, about 3 minutes more. Season with 1/4 teaspoon salt. Repeat with remaining shrimp. Meanwhile, whisk together honey, lime juice, and serrano chile in small bowl for the dip. Sprinkle fried shrimp with cilantro and serve with dip.",30 mins,15 mins,45 mins,6,6 servings,235.6,27.6,12.7,9.1,6.6,147.1,13.8,2.2,316.4,82.1,35.0,2.7,30.9,199.7,,,217.0,4.8,,4.9,31.4,0.1,,,,,,,,,,
Garlic Shrimp Pasta Bake,https://www.allrecipes.com/recipe/263394/garlic-shrimp-pasta-bake/,,"Main Dishes ,Pasta","Want a super satisfying, quick and easy dinner? Then this buttery garlic shrimp pasta bake is definitely a family pleasing meal idea that you should try!",4.88,85,59,"1 teaspoon vegetable oil ; 1 (10 ounce) package penne pasta ; 3 tablespoons butter, divided ; 1 tablespoon minced garlic ; 1 pound uncooked medium shrimp, peeled and deveined ; 3 tablespoons chopped fresh parsley, divided ; 2 teaspoons chopped fresh dill ; 2 tablespoons all-purpose flour ; ½ cup chicken broth ; 1 cup milk ; 2 large tomatoes, chopped ; 1 tablespoon lemon juice ; 1 teaspoon salt ; 1 teaspoon ground black pepper ; ¾ cup grated Parmesan cheese ; ½ cup grated Romano cheese ; ¼ cup shredded mozzarella cheese","Preheat the oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add penne and cook, stirring occasionally, until tender yet firm to the bite, about 11 minutes. Drain. Heat 1 tablespoon butter and vegetable oil large oven-safe skillet over medium heat. Add garlic; cook until fragrant, about 30 seconds. Add shrimp, 2 tablespoons parsley, and dill. Cook and stir, flipping shrimp halfway, until pink, 3 to 4 minutes. Move shrimp to a plate and set aside. Melt the remaining 2 tablespoons butter in the skillet, stirring into the shrimp juices. Add flour; whisk until fully combined and starting to turn golden, 30 seconds to 1 minute. Add chicken broth and milk in that order; whisk to combine. Stir in tomatoes, lemon juice, salt, and pepper. Bring sauce to a simmer. Stir 1/2 cup Parmesan cheese and Romano cheese into the sauce until cheeses begin to melt and sauce is creamy. Add 1 tablespoon mozzarella cheese. Mix in about 1/2 the cooked penne to start; add more if there is enough sauce to coat. Add the shrimp and stir to combine. Top with the remaining parsley, Parmesan, and mozzarella. Bake in the preheated oven and bake until top is golden and sauce bubbles around the edges of the skillet, 8 to 10 minutes.",20 mins,25 mins,45 mins,6,6 servings,423.3,42.3,5.5,15.5,8.6,156.2,29.2,2.6,982.4,139.9,349.1,3.9,65.0,454.1,,,1176.1,9.9,,13.4,24.4,0.1,,,,,,,,,,
