name,url,img_data_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Roast Spatchcock Turkey,https://www.allrecipes.com/recipe/245534/roast-spatchcock-turkey/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6047518.jpg,"Meat and Poultry,Turkey","This roasting method results in the juiciest, crispiest turkey cooked in a fraction of the time it usually takes. The secret is to remove the backbone and flatten out the bird. Carving is a whole lot easier, too. Once you try it, you might never go back.",4.91,53,50,"1 (10 pound) whole turkey , ½ cup olive oil , 1 tablespoon salt , 1 tablespoon chopped fresh sage , 1 tablespoon fresh thyme leaves , 1 tablespoon finely chopped fresh rosemary , 1 teaspoon crushed black pepper","Preheat oven to 350 degrees F (175 degrees C). Place a roasting rack on a baking sheet. Turn the turkey over, breast-side down. Using a pair of sharp heavy-duty kitchen shears, cut along one side of the backbone. Repeat on the other side of the backbone. Reserve the backbone for making turkey stock for gravy. Press firmly down onto both sides of turkey to flatten. Tuck the wing tips under the turkey and place on the roasting rack. Pat skin dry and rub olive oil over the entire turkey; season with salt, sage, thyme, rosemary, and black pepper. Bake in the preheated oven for 1 hour 30 minutes, rotating baking sheet every 30 minutes. Increase temperature to 400 degrees F (200 degrees C) and roast until skin is crisp, about 15 minutes more. An instant-read thermometer inserted into the thickest part of the thigh should read 165 degrees F (74 degrees C). Remove turkey from the oven, cover loosely with a doubled sheet of aluminum foil, and allow to rest for 10 to 15 minutes before slicing.",15 mins,1 hr 45 mins,2 hrs 10 mins,10,1 10-pound turkey,777.1,0.3,,42.7,10.8,268.2,92.0,0.1,920.5,383.9,89.2,6.0,83.1,922.2,,,21.3,33.4,,0.5,23.2,0.2,,,,,,,,,,
Microwave Baked Potato,https://www.allrecipes.com/recipe/85337/microwave-baked-potato/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2015%2F12%2F438952.jpg,"Side Dish,Potato","If you want the yummy taste of a slowly baked potato but aren't patient enough, or don't have the know-how to bake it in an oven, this is for you. Give it 12 minutes and get a mouth-watering, taste bud-tingling treat.",4.15,388,378,"1 large russet potato , 1 tablespoon butter or margarine , 3 tablespoons shredded Cheddar cheese ,  salt and pepper to taste , 3 teaspoons sour cream","Scrub the potato, and prick several time with the tines of a fork. Place on a plate. Cook on full power in the microwave for 5 minutes. Turn over, and continue to cook for 5 more minutes. When the potato is soft, remove from the microwave, and cut in half lengthwise. Season with salt and pepper, and mash up the inside a little using a fork. Top the open sides with butter and 2 tablespoons of cheese. Return to the microwave, and cook for about 1 minute to melt the cheese. Top with remaining cheese and sour cream, and serve.",1 min,11 mins,12 mins,1,1 serving,517.3,65.4,3.0,23.1,14.5,63.1,14.2,8.1,421.6,208.2,244.4,3.1,93.7,1602.1,,,705.5,7.2,,72.8,65.5,0.3,,,,,,,,,,
Easy Pork Chops for the Slow Cooker,https://www.allrecipes.com/recipe/237411/easy-pork-chops-for-the-slow-cooker/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7280253.jpg,"Main Dishes,Pork","This is one of my 'go to' recipes when pressed for time on a busy weekend. For a richer mushroom taste, use roasted cream of mushroom soup.",4.41,252,222,"1 large onion, sliced into rings , 10 center-cut boneless pork chops, trimmed , 1 (10.75 ounce) can cream of onion soup , 1 (10.75 ounce) can cream of mushroom soup , 5 fluid ounces water , 1 (1 ounce) package ranch dressing mix , 1 (1 ounce) package dry onion soup mix ,  salt and ground black pepper to taste","Spread about half the onion slices into the bottom of the slow cooker. Arrange 5 pork chops atop the onion layer. Repeat layering with remaining onion and pork chops. Pour cream of onion soup, cream of mushroom soup, and water over the pork chops and onion. Sprinkle ranch dressing mix and onion soup mix over the pork chops; season with salt and pepper. Cook on High until the pork chops are tender to your liking, 2 1/2 to 3 hours. Alternately, you can cook on Low for 4 1/2 to 5 hours. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).",10 mins,2 hrs 30 mins,2 hrs 40 mins,10,10 servings,236.7,9.8,1.2,10.1,3.3,62.7,25.0,0.5,907.0,90.9,40.3,1.4,20.6,425.6,,,86.0,9.2,,2.0,9.2,0.5,,,,,,,,,,
Sweet Slow Cooker Ham,https://www.allrecipes.com/recipe/222876/sweet-slow-cooker-ham/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6474720.jpg,"Main Dishes,Pork","This ham is so easy to put together and cook in a slow cooker, and with a meat thermometer you can't go wrong! The juices can be thickened with cornstarch at the end to make a glaze.",4.74,43,40,"1 (16 ounce) package light brown sugar, divided , 1 (6 to 7 pound) bone-in picnic ham, rinsed , 1 (20 ounce) can crushed pineapple , ¾ cup chai tea latte concentrate (such as Tazo®)","Spread about 3/4 of the brown sugar into the bottom of the crock of your slow cooker to cover completely. Place ham atop the brown sugar with the flat side facing down. Pour pineapple over the ham. Rub remaining brown sugar over the ham. Pour chai tea latte concentrate over the ham. Place cover on the slow cooker and cook on Low until an instant-read thermometer inserted into the center of the ham reads at least 160 degrees F (70 degrees C), about 5 1/2 hours. Baste ham once or twice with juices while cooking.",5 mins,5 hrs 30 mins,5 hrs 35 mins,14,14 servings,500.2,40.1,39.3,23.8,8.5,87.7,30.7,0.3,1689.0,213.9,42.1,1.6,35.4,496.0,,,15.2,12.3,,3.8,6.6,0.9,,,,,,,,,,
Delicious Egg Salad for Sandwiches,https://www.allrecipes.com/recipe/147103/delicious-egg-salad-for-sandwiches/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F05%2F20%2F191517.jpg,"Salad,Egg Salad Recipes",This is a wonderful-tasting egg salad sandwich that you will definitely devour. It's really good on rye.,4.65,2109,2133,"8 eggs , ½ cup mayonnaise , 1 teaspoon prepared yellow mustard , ¼ cup chopped green onion ,  salt and pepper to taste , ¼ teaspoon paprika","Place egg in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop. Place the chopped eggs in a bowl, and stir in the mayonnaise, mustard and green onion. Season with salt, pepper and paprika. Stir and serve on your favorite bread or crackers.",10 mins,15 mins,35 mins,4,4 servings,343.8,2.3,1.2,31.9,6.4,382.5,13.0,0.3,350.6,286.7,60.6,2.0,14.5,160.4,,,705.2,2.9,,1.3,52.8,0.1,,,,,,,,,,
The Best Meatloaf I've Ever Made,https://www.allrecipes.com/recipe/74360/the-best-meatloaf-ive-ever-made/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F03%2F19%2F265924-the-best-meatloaf-ive-ever-made-photo-by-homeschooler3.jpg,"Main Dishes,Meatloaf Recipes","When I was growing up, my mom never ever made meatloaf and I always wanted to try it - I finally tried it at a restaurant and loved it. When I moved out on my own I started experimenting with different recipes and creating my own version. I finally came up with the best meatloaf I have ever made, and I wanted to share it.",4.52,1007,1001,"1 tablespoon butter , ¼ cup minced onion , 2 cloves garlic, minced , 1 ½ teaspoons salt , 1 ½ teaspoons freshly ground black pepper , 2 pounds extra-lean ground beef , 3 slices bread, toasted and crumbled , 7 buttery round crackers, crushed , 1 egg, lightly beaten , 3 ½ tablespoons sour cream , 1 ½ tablespoons Worcestershire sauce , 1 (15 ounce) can tomato sauce, divided , ¼ cup milk (Optional), 3 tablespoons ketchup","Preheat oven to 350 degrees F (175 degrees C). Melt the butter in a skillet over medium heat, and cook the onion and garlic 5 minutes, until onion is tender. Remove from heat, and season with salt and pepper. In a large bowl, mix the onion and garlic, beef, crumbled bread, crushed crackers, egg, sour cream, Worcestershire sauce, and 1/2 can tomato sauce. Gradually stir in the milk 1 teaspoon at a time until mixture is moist, but not soggy. Transfer the mixture to a 5x9 inch loaf pan. Bake uncovered in the preheated oven 40 minutes. Increase oven temperature to 400 degrees F (200 degrees C), and continue baking 15 minutes, to an internal temperature of 160 degrees F (70 degrees C). In a small bowl, mix the remaining tomato sauce and ketchup. Pour over the top of the meatloaf, and continue baking 10 minutes.",15 mins,1 hr 10 mins,1 hr 25 mins,12,12 servings,212.6,8.7,3.3,11.6,4.8,76.1,17.9,0.8,648.6,104.0,39.3,2.5,22.0,335.2,,,246.0,6.9,,3.8,20.5,0.1,,,,,,,,,,
Chicken Pot Pie IX,https://www.allrecipes.com/recipe/26317/chicken-pot-pie-ix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2014%2F09%2F4535759.jpg,"Main Dishes,Savory Pie Recipes","A delicious chicken pie made from scratch with carrots, peas and celery.",4.81,13041,13902,"1 pound skinless, boneless chicken breast halves - cubed , 1 cup sliced carrots , 1 cup frozen green peas , ½ cup sliced celery , ⅓ cup butter , ⅓ cup chopped onion , ⅓ cup all-purpose flour , ½ teaspoon salt , ¼ teaspoon black pepper , ¼ teaspoon celery seed , 1 ¾ cups chicken broth , ⅔ cup milk , 2 (9 inch) unbaked pie crusts","Preheat oven to 425 degrees F (220 degrees C.) In a saucepan, combine chicken, carrots, peas, and celery. Add water to cover and boil for 15 minutes. Remove from heat, drain and set aside. In the saucepan over medium heat, cook onions in butter until soft and translucent. Stir in flour, salt, pepper, and celery seed. Slowly stir in chicken broth and milk. Simmer over medium-low heat until thick. Remove from heat and set aside. Place the chicken mixture in bottom pie crust. Pour hot liquid mixture over. Cover with top crust, seal edges, and cut away excess dough. Make several small slits in the top to allow steam to escape. Bake in the preheated oven for 30 to 35 minutes, or until pastry is golden brown and filling is bubbly. Cool for 10 minutes before serving.",20 mins,50 mins,1 hr 10 mins,8,1 9-inch pie,412.0,30.4,3.2,23.9,9.1,54.9,18.4,3.3,517.0,215.2,52.7,2.3,33.8,319.7,,,3257.2,12.2,,5.8,64.4,0.3,,,,,,,,,,
Garlic Mashed Potatoes Secret Recipe,https://www.allrecipes.com/recipe/21391/garlic-mashed-potatoes-secret-recipe/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F08%2F12%2FGarlic-Mashed-Potatoes-Secret-Recipe-1-2000.jpg,"Side Dish,Potato","This is my secret recipe for Garlic Mashed potatoes, reverse engineered from a certain Italian restaurant. This recipe for 100 servings, I usually cut it down to 10 servings (1 5lb bag of potatoes). I guarantee that these are the best potatoes you've ever tasted.",4.6,1993,2039,"50 pounds unpeeled red potatoes, quartered , 8 pounds butter, room temperature , 3 pounds Romano cheese, grated , 3 cups chopped garlic , ½ cup salt , ½ cup dried oregano","Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 45 minutes; drain. Stir in butter, cheese, garlic, salt and oregano. Mash with a potato masher or with an electric mixer.",15 mins,45 mins,1 hr,100,100 servings,498.0,43.2,2.2,33.4,21.1,92.3,8.8,3.9,848.6,300.5,177.1,1.0,53.3,817.1,,,989.2,5.0,,28.0,23.6,0.2,,,,,,,,,,
Slow Cooker Beef Stew I,https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F10%2F19%2F276397-slow-cooker-beef-stew-i-photo-by-dianne.jpg,"Soups, Stews and Chili Recipes,Stews","A hearty, savory slow cooker stew with potatoes, carrots, celery, broth, herbs and spices. You won't be slow to say 'yum'!",4.44,5382,5465,"2 pounds beef stew meat, cut into 1-inch pieces , ¼ cup all-purpose flour , ½ teaspoon salt , ½ teaspoon ground black pepper , 1 clove garlic, minced , 1 bay leaf , 1 teaspoon paprika , 1 teaspoon Worcestershire sauce , 1 onion, chopped , 1 ½ cups beef broth , 3 potatoes, diced , 4 carrots, sliced , 1 stalk celery, chopped","Place meat in slow cooker. In a small bowl mix together the flour, salt, and pepper; pour over meat, and stir to coat meat with flour mixture. Stir in the garlic, bay leaf, paprika, Worcestershire sauce, onion, beef broth, potatoes, carrots, and celery. Cover, and cook on Low setting for 10 to 12 hours, or on High setting for 4 to 6 hours.",20 mins,12 hrs,12 hrs 20 mins,6,6 servings,576.3,29.8,4.1,30.3,11.9,131.5,44.1,4.4,541.5,272.5,57.2,5.6,71.3,1187.4,,,8254.6,16.3,,26.0,53.9,0.3,,,,,,,,,,
Tatertot Casserole,https://www.allrecipes.com/recipe/222037/tatertot-casserole/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F09%2F30%2F4482008_original.jpg,"Main Dishes,Casserole Recipes",Quick and easy casserole everyone will love.,4.45,406,387,"1 pound ground beef , 1 pinch salt and ground black pepper to taste , 1 (10.75 ounce) can condensed cream of mushroom soup , 2 cups shredded Cheddar cheese , 1 (16 ounce) package frozen tater tots","Preheat oven to 350 degrees F (175 degrees C). Cook and stir ground beef in a large skillet over medium heat until no longer pink and completely browned, 7 to 10 minutes; season with salt and black pepper. Stir cream of mushroom soup into the cooked ground beef; pour the mixture into a 9x13-inch baking dish. Layer tater tots evenly over the ground beef mixture; top with Cheddar cheese. Bake until tater tots are golden brown and hot, 30 to 45 minutes.",10 mins,30 mins,40 mins,8,8 servings,345.1,16.9,1.0,23.8,10.2,65.1,18.5,1.3,700.2,214.0,212.5,1.6,17.2,312.9,,,294.1,5.8,,0.7,9.4,,,,,,,,,,,
English Muffins,https://www.allrecipes.com/recipe/6947/english-muffins/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F865284.jpg,"Bread,Yeast Bread Recipes",I've used this delicious recipe for about 29 years. They are very good... much better than any store-bought English Muffins I've ever had.,4.46,741,821,"1 cup milk , 2 tablespoons white sugar , 1 (.25 ounce) package active dry yeast , 1 cup warm water (110 degrees F/45 degrees C) , ¼ cup melted shortening , 6 cups all-purpose flour , 1 teaspoon salt","Warm the milk in a small saucepan until it bubbles, then remove from heat. Mix in the sugar, stirring until dissolved. Let cool until lukewarm. In a small bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. In a large bowl, combine the milk, yeast mixture, shortening and 3 cups flour. Beat until smooth. Add salt and rest of flour, or enough to make a soft dough. Knead. Place in greased bowl, cover, and let rise. Punch down. Roll out to about 1/2 inch thick. Cut rounds with biscuit cutter, drinking glass, or empty tuna can. Sprinkle waxed paper with cornmeal and set the rounds on this to rise. Dust tops of muffins with cornmeal also. Cover and let rise 1/2 hour. Heat greased griddle. Cook muffins on griddle about 10 minutes on each side on medium heat. Keep baked muffins in a warm oven until all have been cooked. Allow to cool and place in plastic bags for storage. To use, split and toast. Great with orange butter, or cream cheese and jam.",25 mins,20 mins,2 hrs 15 mins,18,18 muffins (approximately),190.1,34.0,2.1,3.5,0.9,1.1,4.9,1.2,136.2,31.9,22.8,2.0,11.2,72.9,,,25.6,3.6,,,86.0,0.3,,,,,,,,,,
The Best Banana Bread,https://www.allrecipes.com/recipe/16952/the-best-banana-bread/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1769978.jpg,"Bread,Quick Bread Recipes",This is the most successful and versatile quick bread recipe I've found! You can also use chunky applesauce or a 15 ounce can of pumpkin for wonderful variations.,4.57,1660,1755,"½ cup margarine, softened , 1 cup white sugar , 2 eggs , 1 ½ cups mashed banana , 2 cups all-purpose flour , 1 teaspoon baking soda","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x5 inch pan. Cream margarine and sugar until smooth. Beat in eggs, then bananas. Add flour and soda, stirring just until combined. Pour into prepared pan and bake at 350 degrees F (175 degrees C) for about 1 hour (or till toothpick comes out clean). Remove from pan and let cool, store in refrigerator or freeze.",15 mins,1 hr,1 hr 15 mins,15,1 loaf,196.0,31.3,16.2,7.0,1.3,24.8,2.9,1.0,175.4,62.9,9.3,1.0,10.7,110.5,,,317.1,1.7,,2.0,38.2,0.1,,,,,,,,,,
Whipped Cream,https://www.allrecipes.com/recipe/18352/whipped-cream/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F10%2F05%2F587542_original-2000.jpg,"Desserts,Fillings",How to make basic whipped cream. For best results make sure whisk and bowl are ice cold.,4.62,1178,1233,"1 cup heavy cream , 1 teaspoon vanilla extract , 1 tablespoon confectioners' sugar","In a large bowl, whip cream until stiff peaks are just about to form. Beat in vanilla and sugar until peaks form. Make sure not to over-beat, cream will then become lumpy and butter-like.",5 mins,,5 mins,16,16 servings,53.9,0.9,0.5,5.5,3.4,20.4,0.3,,5.7,49.5,9.7,,1.1,11.6,,,218.7,0.1,,0.1,0.6,,,,,,,,,,,
